output,weighted_output,count_stratus,count_stratus_flat,count_stratus_manuf,count_homefill,count_homefill_flat,count_homefill_manuf,count_qm,count_pm,count_minor,count_flat,count_manuf,count_1025_qm,count_1025_pm,count_1025_minor,count_1025_flat,count_1025_manuf,start_date,start_of_day_output
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-24,0
